"Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight","Class"
0.656516127405921,0.521161290864693,0.182322581729386,1.5022709622666,0.55747098243318,0.308183875955176,0.423483872594079,"positive"
0.646113713571103,0.524628762142966,0.189257524285931,1.46724950235605,0.651439454074367,0.340084611715283,0.433886286428897,"positive"
0.645,0.524332082995679,0.18966604149784,1.4632996248987,0.656290247366298,0.341629832387902,0.433330207489198,"positive"
0.59,0.463795384555124,0.16,0.925107599890325,0.370967661481816,0.171450830701739,0.290168307800777,"positive"
0.57873091692687,0.446685563802021,0.157348451041617,0.893371127604041,0.346996071822708,0.156861753411475,0.311022676562425,"positive"
0.593472171374597,0.467360856872983,0.16,0.939929970807862,0.372409511204576,0.162076299905544,0.320208257061895,"positive"
0.578087461156538,0.446496312104864,0.157197049683891,0.892992624209728,0.346367756188149,0.156910958852735,0.310795574525837,"positive"
0.514705501965946,0.427854559401749,0.142283647521399,0.855709118803497,0.284477137213806,0.161757814555545,0.288425471282098,"positive"
0.526070159410592,0.431197105708998,0.144957684567198,0.862394211417995,0.295574390953872,0.160888752515661,0.292436526850797,"positive"
0.550341501766816,0.440085375441704,0.150085375441704,0.894546956492937,0.314871383171412,0.151042687720852,0.319957312279148,"positive"
0.59,0.452246303012362,0.16,0.904088271482498,0.36011152483162,0.158515859373845,0.310956654577749,"positive"
0.55378338732291,0.43756677464582,0.17256677464582,1.04482271865779,0.349727767248405,0.186811564086471,0.392904315138003,"positive"
0.555981181068346,0.441962362136692,0.176962362136692,1.0537237833268,0.360606846288312,0.182635755970143,0.398948247937951,"positive"
0.546480052662082,0.422960105324164,0.157960105324164,1.01524421328143,0.313576260677306,0.200687899942044,0.372820144820726,"positive"
0.544946694003884,0.424840082011651,0.147473347001942,0.942253741663299,0.297824090212816,0.182330497175921,0.337686570986407,"positive"
0.543101095202146,0.42550547601073,0.157404380808584,0.99303142376279,0.308169418738456,0.246181718662963,0.336393428787123,"positive"
0.548537235704716,0.416829788563773,0.147561170711415,0.973803720445605,0.294561970628216,0.203267551296623,0.348170211436227,"positive"
0.556919539035298,0.443839078070596,0.178839078070596,1.05752413309296,0.365251718224725,0.180852875832934,0.401528732347069,"positive"
0.545425818667281,0.426277456001844,0.147712909333641,0.937726013594191,0.299405201602029,0.179359924262855,0.336009634664515,"positive"
0.463434963837499,0.372099044884089,0.124885441395454,0.518991166560445,0.153705667198519,0.0899501186981797,0.190534008721588,"positive"
0.495934619475156,0.38658005088917,0.145838223454775,0.641386006004061,0.186559934301651,0.125353731202544,0.205934619475156,"positive"
0.474436047754716,0.368032558802515,0.13466162865283,0.532551168923266,0.170051281895721,0.0906102337846533,0.20072674625786,"positive"
0.499807472235989,0.379903736117994,0.154865230565192,0.659045062290505,0.264918566152686,0.136230461130384,0.214788219459588,"positive"
0.489166974026011,0.375889052813873,0.143500184415607,0.605223738528322,0.203539587619132,0.105144747705664,0.225278290043352,"positive"
0.525355581957847,0.40680696259602,0.162387514851289,0.788306937401998,0.232714069196372,0.163049339383491,0.235355581957847,"positive"
0.451977296249242,0.356054557999596,0.121186377749545,0.421754661496263,0.118995053473278,0.0684509322992526,0.163295493748738,"positive"
0.476929516461678,0.368464758230839,0.138850661523174,0.545570401649922,0.195827139714267,0.104201323046349,0.189622468107846,"positive"
0.587840775349177,0.454113395628519,0.171863689860329,1.05339806162706,0.411320269981865,0.226502409143839,0.324022914511152,"positive"
0.583595076000784,0.463595076000784,0.15215704560047,0.99765704560047,0.429862818240188,0.211568590879906,0.265752121601254,"positive"
0.600347920815693,0.481898613877129,0.163449306938564,0.990340990201337,0.418407584242639,0.201246534692822,0.290695841631386,"positive"
0.604093414362287,0.487719756913139,0.164093414362287,1.01131592707394,0.428563241972239,0.202563241972239,0.305439513826277,"positive"
0.60250738129369,0.48250738129369,0.163504428776214,1.00900442877621,0.434401771510486,0.209299114244757,0.296011810069904,"positive"
0.59921177857439,0.474581201433903,0.167315288570244,1.02497055356402,0.427012254432659,0.214903985854122,0.308103509995854,"positive"
0.586240612821421,0.451233103078557,0.172503754871432,1.05739846794645,0.409112045693561,0.228134574922151,0.326263142050011,"positive"
0.594767539344029,0.466581570819253,0.169092984262388,1.03608115163993,0.420879204294761,0.21943710986909,0.314325444918359,"positive"
0.68,0.557061725740787,0.180884771450656,1.79541070056171,0.760860102653969,0.406741146910586,0.489131674413802,"positive"
0.687927772966214,0.560180567584466,0.203963886483107,1.81038693025033,0.738402406896232,0.442297506495612,0.532613929787185,"positive"
0.68,0.5752096662228,0.196008055185666,1.78875645571831,0.62172589229187,0.443339493549312,0.576846720076865,"positive"
0.686331984843127,0.561004045470618,0.2,1.82467530981661,0.678080177193973,0.465030771201942,0.581004045470618,"positive"
0.68,0.563864563626703,0.186553803022252,1.79291632667021,0.708705012195278,0.420460203313851,0.522012057529064,"positive"
0.684271636470221,0.569320908824448,0.20213581823511,1.79960132758715,0.667656165698776,0.447233290765202,0.563691090003122,"positive"
0.684642882179469,0.566071353461593,0.2,1.81462514896784,0.653250368038192,0.461821476140991,0.586071353461593,"positive"
0.682323294100352,0.574191764749121,0.201161647050176,1.79385371759604,0.629955740841804,0.449863552964525,0.580252000147011,"positive"
0.573601611843333,0.458501007402083,0.183299798519583,1.10757445271721,0.398862175988499,0.19965292146604,0.41510060444125,"positive"
0.591221148259938,0.489026435324922,0.165486782337539,1.02707092114259,0.39533004542347,0.173829206940252,0.347557703480124,"positive"
0.579707379387692,0.440146310306154,0.175146310306154,1.07295610690815,0.400207379387692,0.233629453678383,0.336097327296156,"positive"
0.595974373370409,0.494967966713011,0.162516016643494,1.02053523661569,0.397587827350944,0.17365096099861,0.338051253259182,"positive"
0.588488164506853,0.485610205633566,0.167194897183217,1.03082877380308,0.394031878140755,0.173931693830993,0.353023670986295,"positive"
0.560859071589075,0.449570464205462,0.184570464205462,1.07012886073836,0.381359071589075,0.177555737977498,0.406778481540969,"positive"
0.560686021428555,0.449656989285722,0.184656989285722,1.07010290321428,0.381186021428555,0.177040913749952,0.407427419642918,"positive"
0.577085878616199,0.471357348270249,0.174321325864876,1.04650691690273,0.388615792342694,0.174359279551893,0.375828242767602,"positive"
0.556205899936613,0.444960799943656,0.163754900007043,0.98304900007043,0.338694139919709,0.24595585011621,0.311303900077473,"positive"
0.558237498149974,0.44445535582141,0.159326786507154,0.9955,0.364023387333495,0.245887324309326,0.300416074864334,"positive"
0.566567788171815,0.438081112595974,0.171162225191947,1.04325724523759,0.371332911458798,0.246780879385769,0.331162225191947,"positive"
0.546586612421088,0.436410322152078,0.16482370973099,0.993737097309902,0.326509709066711,0.263591210561339,0.323060807040893,"positive"
0.554860609192401,0.443764985948801,0.1639043767564,0.984543767563999,0.336990104977042,0.248422216480598,0.312948144320399,"positive"
0.543475838154554,0.427379190772772,0.158903352618217,0.993518589600921,0.311392208129168,0.250191468253732,0.334144971072674,"positive"
0.547910344923148,0.43541576356045,0.165831527120899,1.00194433518697,0.330819606118836,0.263839113213122,0.325831527120899,"positive"
0.572562023649225,0.454687159749446,0.153187704150332,0.9955,0.406792327752686,0.223581991746207,0.273813384651439,"positive"
0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,"negative"
0.46,0.345,0.11,0.4595,0.235,0.0885,0.116,"negative"
0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,"negative"
0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,"negative"
0.625,0.465,0.155,0.972,0.404,0.1845,0.35,"negative"
0.475,0.365,0.14,0.4545,0.171,0.118,0.158,"negative"
0.655,0.53,0.19,1.428,0.493,0.318,0.565,"negative"
0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,"negative"
0.595,0.48,0.165,1.262,0.4835,0.283,0.41,"negative"
0.565,0.44,0.175,1.122,0.393,0.2,0.375,"negative"
0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,"negative"
0.455,0.345,0.125,0.44,0.169,0.1065,0.135,"negative"
0.395,0.28,0.08,0.266,0.0995,0.066,0.09,"negative"
0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,"negative"
0.655,0.51,0.15,1.043,0.4795,0.223,0.305,"negative"
0.525,0.41,0.115,0.7745,0.416,0.163,0.18,"negative"
0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,"negative"
0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,"negative"
0.68,0.52,0.175,1.543,0.7525,0.351,0.374,"negative"
0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,"negative"
0.47,0.375,0.105,0.468,0.1665,0.108,0.17,"negative"
0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,"negative"
0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,"negative"
0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,"negative"
0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,"negative"
0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,"negative"
0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,"negative"
0.765,0.585,0.18,2.398,1.128,0.512,0.5335,"negative"
0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,"negative"
0.44,0.325,0.115,0.39,0.163,0.087,0.113,"negative"
0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,"negative"
0.345,0.255,0.1,0.197,0.071,0.051,0.06,"negative"
0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,"negative"
0.62,0.51,0.18,1.233,0.592,0.274,0.322,"negative"
0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,"negative"
0.715,0.55,0.175,1.825,0.938,0.3805,0.44,"negative"
0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,"negative"
0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,"negative"
0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,"negative"
0.68,0.53,0.185,1.1095,0.439,0.245,0.34,"negative"
0.52,0.46,0.15,1.019,0.523,0.1985,0.254,"negative"
0.46,0.355,0.14,0.491,0.207,0.115,0.174,"negative"
0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,"negative"
0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,"negative"
0.65,0.485,0.14,1.175,0.475,0.2435,0.215,"negative"
0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,"negative"
0.44,0.34,0.12,0.4995,0.2965,0.0945,0.1185,"negative"
0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,"negative"
0.4,0.305,0.16,0.368,0.173,0.0705,0.105,"negative"
0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,"negative"
0.72,0.55,0.18,1.52,0.637,0.325,0.435,"negative"
0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,"negative"
0.615,0.475,0.175,1.224,0.6035,0.261,0.311,"negative"
0.215,0.15,0.055,0.041,0.015,0.009,0.0125,"negative"
0.585,0.45,0.125,0.874,0.3545,0.2075,0.225,"negative"
0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,"negative"
0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,"negative"
0.54,0.455,0.14,0.972,0.419,0.255,0.269,"negative"
0.635,0.505,0.155,1.2895,0.594,0.314,0.345,"negative"
0.6,0.445,0.175,1.057,0.383,0.216,0.355,"negative"
0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,"negative"
0.415,0.325,0.1,0.385,0.167,0.08,0.125,"negative"
0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,"negative"
0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,"negative"
0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,"negative"
0.39,0.3,0.105,0.259,0.0955,0.038,0.085,"negative"
0.585,0.47,0.165,1.409,0.8,0.229,0.295,"negative"
0.545,0.43,0.15,0.742,0.3525,0.158,0.208,"negative"
0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,"negative"
0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,"negative"
0.655,0.515,0.155,1.309,0.524,0.346,0.385,"negative"
0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,"negative"
0.575,0.42,0.135,0.857,0.461,0.147,0.2125,"negative"
0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,"negative"
0.72,0.575,0.17,1.9335,0.913,0.389,0.51,"negative"
0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,"negative"
0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,"negative"
0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,"negative"
0.475,0.375,0.125,0.593,0.277,0.115,0.18,"negative"
0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,"negative"
0.555,0.45,0.175,0.874,0.3275,0.202,0.305,"negative"
0.69,0.535,0.185,1.826,0.797,0.409,0.499,"negative"
0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,"negative"
0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,"negative"
0.445,0.325,0.1,0.378,0.1795,0.1,0.089,"negative"
0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,"negative"
0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,"negative"
0.625,0.5,0.175,1.273,0.564,0.302,0.374,"negative"
0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,"negative"
0.425,0.345,0.11,0.3665,0.125,0.081,0.117,"negative"
0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,"negative"
0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,"negative"
0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,"negative"
0.665,0.535,0.155,1.383,0.596,0.2565,0.485,"negative"
0.615,0.475,0.175,1.194,0.559,0.259,0.3165,"negative"
0.475,0.4,0.115,0.541,0.186,0.1025,0.21,"negative"
0.235,0.17,0.065,0.0625,0.023,0.014,0.022,"negative"
0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,"negative"
0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,"negative"
0.555,0.455,0.18,0.958,0.296,0.195,0.39,"negative"
0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,"negative"
0.54,0.425,0.14,0.742,0.32,0.1395,0.25,"negative"
0.575,0.445,0.14,0.941,0.3845,0.252,0.285,"negative"
0.705,0.55,0.17,1.219,0.6395,0.236,0.301,"negative"
0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,"negative"
0.33,0.255,0.095,0.172,0.066,0.0255,0.06,"negative"
0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,"negative"
0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,"negative"
0.435,0.395,0.105,0.3635,0.136,0.098,0.13,"negative"
0.595,0.475,0.14,0.944,0.3625,0.189,0.315,"negative"
0.35,0.26,0.075,0.18,0.09,0.0245,0.055,"negative"
0.295,0.215,0.085,0.128,0.049,0.034,0.04,"negative"
0.655,0.515,0.2,1.373,0.443,0.3375,0.49,"negative"
0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,"negative"
0.555,0.405,0.19,1.406,0.6115,0.342,0.389,"negative"
0.565,0.44,0.175,0.9025,0.31,0.193,0.325,"negative"
0.58,0.455,0.17,0.93,0.408,0.259,0.22,"negative"
0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,"negative"
0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,"negative"
0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,"negative"
0.605,0.485,0.16,1.222,0.53,0.2575,0.28,"negative"
0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,"negative"
0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,"negative"
0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,"negative"
0.57,0.455,0.15,1.107,0.54,0.255,0.27,"negative"
0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,"negative"
0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,"negative"
0.575,0.45,0.135,0.807,0.3615,0.176,0.254,"negative"
0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,"negative"
0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,"negative"
0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,"negative"
0.355,0.275,0.09,0.251,0.097,0.053,0.08,"negative"
0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,"negative"
0.445,0.355,0.15,0.485,0.181,0.125,0.155,"negative"
0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,"negative"
0.4,0.3,0.11,0.315,0.109,0.067,0.12,"negative"
0.44,0.345,0.1,0.366,0.122,0.0905,0.12,"negative"
0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,"negative"
0.575,0.475,0.16,0.895,0.3605,0.221,0.271,"negative"
0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,"negative"
0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,"negative"
0.64,0.5,0.17,1.5175,0.693,0.326,0.409,"negative"
0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,"negative"
0.5,0.405,0.15,0.5965,0.253,0.126,0.185,"negative"
0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,"negative"
0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,"negative"
0.6,0.45,0.14,0.869,0.3425,0.195,0.291,"negative"
0.355,0.265,0.09,0.168,0.05,0.041,0.063,"negative"
0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,"negative"
0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,"negative"
0.56,0.435,0.135,0.72,0.329,0.103,0.251,"negative"
0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,"negative"
0.55,0.415,0.135,0.7635,0.318,0.21,0.2,"negative"
0.625,0.49,0.12,0.8765,0.456,0.18,0.233,"negative"
0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,"negative"
0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,"negative"
0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,"negative"
0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,"negative"
0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,"negative"
0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,"negative"
0.575,0.45,0.15,0.858,0.449,0.166,0.215,"negative"
0.53,0.41,0.145,0.8255,0.375,0.204,0.245,"negative"
0.655,0.525,0.18,1.402,0.624,0.2935,0.365,"negative"
0.505,0.405,0.11,0.625,0.305,0.16,0.175,"negative"
0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,"negative"
0.59,0.475,0.145,0.9745,0.4675,0.207,0.259,"negative"
0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,"negative"
0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,"negative"
0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,"negative"
0.635,0.505,0.17,1.2635,0.512,0.322,0.355,"negative"
0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,"negative"
0.295,0.215,0.075,0.116,0.037,0.0295,0.04,"negative"
0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,"negative"
0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,"negative"
0.59,0.47,0.15,0.861,0.413,0.164,0.249,"negative"
0.535,0.445,0.125,0.8725,0.417,0.199,0.24,"negative"
0.65,0.515,0.215,1.498,0.564,0.323,0.425,"negative"
0.75,0.55,0.18,1.893,0.942,0.397,0.445,"negative"
0.535,0.42,0.16,0.72,0.275,0.164,0.225,"negative"
0.64,0.49,0.18,1.36,0.653,0.347,0.305,"negative"
0.62,0.495,0.175,1.806,0.643,0.3285,0.725,"negative"
0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,"negative"
0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835,"negative"
0.57,0.45,0.17,1.098,0.414,0.187,0.405,"negative"
0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,"negative"
0.63,0.515,0.175,1.1955,0.492,0.247,0.37,"negative"
0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,"negative"
0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,"negative"
0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,"negative"
0.17,0.105,0.035,0.034,0.012,0.0085,0.005,"negative"
0.425,0.34,0.1,0.382,0.164,0.096,0.1,"negative"
0.575,0.45,0.1,0.9315,0.431,0.222,0.235,"negative"
0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,"negative"
0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,"negative"
0.425,0.325,0.135,0.382,0.1465,0.079,0.14,"negative"
0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,"negative"
0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,"negative"
0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,"negative"
0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,"negative"
0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,"negative"
0.375,0.29,0.1,0.219,0.0925,0.038,0.075,"negative"
0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,"negative"
0.71,0.565,0.195,1.817,0.785,0.492,0.49,"negative"
0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,"negative"
0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,"negative"
0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,"negative"
0.64,0.54,0.175,1.221,0.51,0.259,0.39,"negative"
0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,"negative"
0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,"negative"
0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,"negative"
0.34,0.255,0.095,0.213,0.081,0.034,0.07,"negative"
0.6,0.47,0.13,1.0105,0.423,0.219,0.298,"negative"
0.15,0.1,0.025,0.015,0.0045,0.004,0.005,"negative"
0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,"negative"
0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,"negative"
0.605,0.495,0.145,1.054,0.369,0.2255,0.36,"negative"
0.7,0.55,0.2,1.523,0.693,0.306,0.4405,"negative"
0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,"negative"
0.615,0.475,0.155,1.115,0.484,0.2115,0.355,"negative"
0.595,0.465,0.155,1.026,0.4645,0.112,0.305,"negative"
0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,"negative"
0.53,0.41,0.165,0.732,0.189,0.17,0.31,"negative"
0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,"negative"
0.385,0.29,0.095,0.312,0.143,0.0635,0.086,"negative"
0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,"negative"
0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,"negative"
0.565,0.45,0.165,0.887,0.37,0.239,0.249,"negative"
0.68,0.56,0.195,1.664,0.58,0.3855,0.545,"negative"
0.425,0.31,0.105,0.365,0.159,0.0825,0.105,"negative"
0.485,0.365,0.09,0.651,0.3165,0.132,0.18,"negative"
0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,"negative"
0.335,0.26,0.085,0.192,0.097,0.03,0.054,"negative"
0.395,0.3,0.09,0.253,0.1155,0.05,0.075,"negative"
0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,"negative"
