"Height","Lenght","Area","Eccen","P_black","P_and","Mean_tr","Blackpix","Blackand","Wb_trans","Class"
17,60,1020,3.529,0.139,0.371,7.1,142,378,20,"negative"
8,9,72,1.125,0.125,0.319,4.5,9,23,2,"negative"
18,342,6156,19,0.847,0.897,43.48,5217,5522,120,"negative"
2,537,1074,268.5,0.594,0.655,21.27,638,703,30,"negative"
1,51,51,51,0.471,1,2.4,24,51,10,"negative"
2,123,246,61.5,0.5,0.504,123,123,124,1,"negative"
4,115,460,28.75,0.426,0.487,17.82,196,224,11,"negative"
1,69,69,69,0.667,1,4.18,46,69,11,"negative"
304,463,140752,1.523,0.063,0.121,3.91,8898,17081,2273,"negative"
37,72,2664,1.946,0.12,0.257,7.64,321,685,42,"negative"
2,538,1076,269,0.518,0.596,29.32,557,641,19,"negative"
1,69,69,69,0.841,1,8.29,58,69,7,"negative"
34,25,850,0.735,0.256,0.534,2.06,218,454,106,"negative"
1,537,537,537,1,1,537,537,537,1,"negative"
1,41,41,41,0.927,1,12.67,38,41,3,"negative"
1,52,52,52,0.538,1,14,28,52,2,"negative"
158,167,26386,1.057,0.16,0.276,8.24,4213,7279,511,"negative"
2,16,32,8,0.25,0.531,2.67,8,17,3,"negative"
2,62,124,31,0.452,0.565,11.2,56,70,5,"negative"
1,19,19,19,0.789,1,3.75,15,19,4,"negative"
1,161,161,161,0.41,1,1.02,66,161,65,"negative"
187,137,25619,0.733,0.899,0.991,29.29,23025,25400,786,"positive"
3,536,1608,178.67,0.341,0.353,61,549,567,9,"negative"
1,13,13,13,1,1,13,13,13,1,"negative"
33,28,924,0.848,0.098,0.271,5.69,91,250,16,"negative"
10,12,120,1.2,0.208,0.583,1.67,25,70,15,"negative"
1,235,235,235,0.923,1,27.13,217,235,8,"negative"
1,126,126,126,0.992,1,125,125,126,1,"negative"
1,71,71,71,0.521,1,2.31,37,71,16,"negative"
29,48,1392,1.655,0.116,0.268,5.06,162,373,32,"negative"
3,132,396,44,0.505,0.558,20,200,221,10,"negative"
1,95,95,95,1,1,95,95,95,1,"negative"
4,7,28,1.75,0.286,1,2,8,28,4,"negative"
83,326,27058,3.928,0.286,0.671,7.55,7741,18149,1025,"negative"
4,5,20,1.25,0.35,0.8,2.33,7,16,3,"negative"
28,31,868,1.107,0.492,0.745,7.49,427,647,57,"positive"
3,537,1611,179,0.353,0.364,71.13,569,587,8,"negative"
49,79,3871,1.612,0.084,0.179,7.36,324,694,44,"negative"
1,10,10,10,0.9,1,9,9,10,1,"negative"
2,98,196,49,0.48,0.653,9.4,94,128,10,"negative"
1,17,17,17,0.412,1,1.75,7,17,4,"negative"
1,70,70,70,0.943,1,22,66,70,3,"negative"
1,13,13,13,0.692,1,3,9,13,3,"negative"
1,41,41,41,0.78,1,4.57,32,41,7,"negative"
1,62,62,62,0.984,1,61,61,62,1,"negative"
2,20,40,10,0.725,0.875,29,29,35,1,"negative"
1,15,15,15,0.867,1,13,13,15,1,"negative"
54,357,19278,6.611,0.299,0.655,6.4,5766,12626,901,"negative"
2,32,64,16,0.516,0.531,33,33,34,1,"negative"
306,465,142290,1.52,0.055,0.123,2.69,7861,17452,2925,"negative"
4,19,76,4.75,0.276,0.382,5.25,21,29,4,"negative"
1,14,14,14,0.5,1,2.33,7,14,3,"negative"
153,158,24174,1.033,0.587,0.641,46.95,14180,15491,302,"positive"
39,70,2730,1.795,0.09,0.255,7,245,697,35,"negative"
1,81,81,81,0.901,1,24.33,73,81,3,"negative"
1,16,16,16,0.938,1,15,15,16,1,"negative"
1,86,86,86,0.93,1,40,80,86,2,"negative"
1,19,19,19,0.684,1,4.33,13,19,3,"negative"
2,537,1074,268.5,0.556,0.655,24.88,597,704,24,"negative"
1,36,36,36,0.583,1,5.25,21,36,4,"negative"
3,538,1614,179.33,0.37,0.424,22.11,597,685,27,"negative"
1,9,9,9,0.778,1,7,7,9,1,"negative"
1,13,13,13,0.846,1,5.5,11,13,2,"negative"
1,22,22,22,0.5,1,1.83,11,22,6,"negative"
2,69,138,34.5,0.623,0.906,10.75,86,125,8,"negative"
1,14,14,14,1,1,14,14,14,1,"negative"
1,106,106,106,0.858,1,15.17,91,106,6,"negative"
1,44,44,44,0.727,1,5.33,32,44,6,"negative"
83,277,22991,3.337,0.18,0.365,6.86,4138,8387,603,"negative"
1,15,15,15,0.733,1,3.67,11,15,3,"negative"
1,45,45,45,0.933,1,21,42,45,2,"negative"
128,347,44416,2.711,0.399,0.567,13.07,17721,25163,1356,"positive"
3,259,777,86.333,0.411,0.481,13.29,319,374,24,"negative"
153,442,67626,2.889,0.114,0.215,6.27,7689,14538,1227,"negative"
36,96,3456,2.667,0.096,0.207,7.7,331,717,43,"negative"
1,214,214,214,1,1,214,214,214,1,"negative"
2,64,128,32,0.43,0.602,3.93,55,77,14,"negative"
2,22,44,11,0.705,0.864,15.5,31,38,2,"negative"
1,14,14,14,1,1,14,14,14,1,"negative"
1,44,44,44,0.909,1,20,40,44,2,"negative"
32,350,11200,10.938,0.142,0.402,3.96,1588,4497,401,"negative"
19,47,893,2.474,0.078,0.112,3.89,70,100,18,"negative"
17,9,153,0.529,0.209,0.497,1.88,32,76,17,"negative"
2,100,200,50,0.46,0.505,11.5,92,101,8,"negative"
1,32,32,32,0.719,1,5.75,23,32,4,"negative"
2,46,92,23,0.511,0.554,47,47,51,1,"negative"
2,475,950,237.5,0.504,0.544,95.8,479,517,5,"negative"
5,280,1400,56,0.78,0.786,156,1092,1100,7,"negative"
2,20,40,10,0.675,0.675,27,27,27,1,"negative"
2,538,1076,269,0.637,0.703,29.78,685,756,23,"negative"
2,538,1076,269,0.519,0.684,34.88,558,736,16,"negative"
2,46,92,23,0.587,0.761,18,54,70,3,"negative"
13,5,65,0.385,0.123,0.538,8,8,35,1,"negative"
3,213,639,71,0.318,0.379,11.94,203,242,17,"negative"
3,463,1389,154.33,0.296,0.382,13.7,411,531,30,"negative"
6,142,852,23.667,0.115,0.173,6.53,98,147,15,"negative"
5,9,45,1.8,0.178,0.533,1.6,8,24,5,"negative"
28,32,896,1.143,0.488,0.743,7.05,437,666,62,"positive"
1,20,20,20,0.55,1,1.38,11,20,8,"negative"
1,257,257,257,1,1,257,257,257,1,"negative"
1,73,73,73,0.616,1,3.75,45,73,12,"negative"
1,186,186,186,0.828,1,9.06,154,186,17,"negative"
2,325,650,162.5,0.485,0.537,28.64,315,349,11,"negative"
5,128,640,25.6,0.759,0.764,162,486,489,3,"negative"
174,471,81954,2.707,0.339,0.433,15.84,27820,35499,1756,"positive"
1,17,17,17,1,1,17,17,17,1,"negative"
5,7,35,1.4,0.2,0.314,7,7,11,1,"negative"
1,16,16,16,1,1,16,16,16,1,"negative"
52,461,23972,8.865,0.192,0.248,11.52,4607,5938,400,"negative"
12,146,1752,12.167,0.091,0.128,26.67,160,225,6,"negative"
1,52,52,52,0.962,1,25,50,52,2,"negative"
2,537,1074,268.5,0.538,0.594,32.11,578,638,18,"negative"
3,106,318,35.333,0.258,0.34,6.31,82,108,13,"negative"
2,18,36,9,0.722,0.722,26,26,26,1,"negative"
1,37,37,37,0.811,1,6,30,37,5,"negative"
2,535,1070,267.5,0.564,0.614,40.2,603,657,15,"negative"
1,104,104,104,0.971,1,50.5,101,104,2,"negative"
13,5,65,0.385,0.323,0.554,5.25,21,36,4,"negative"
29,61,1769,2.103,0.121,0.431,1.78,214,762,120,"negative"
1,23,23,23,0.348,1,1.6,8,23,5,"negative"
15,14,210,0.933,0.11,0.338,1.92,23,71,12,"negative"
3,537,1611,179,0.345,0.405,22.24,556,652,25,"negative"
1,14,14,14,0.929,1,13,13,14,1,"negative"
2,536,1072,268,0.537,0.622,24,576,667,24,"negative"
1,57,57,57,0.456,1,3.71,26,57,7,"negative"
1,20,20,20,0.75,1,3,15,20,5,"negative"
10,553,5530,55.3,0.797,0.884,21.3,4409,4890,207,"negative"
11,427,4697,38.818,0.566,0.57,189.79,2657,2676,14,"negative"
1,40,40,40,0.875,1,11.67,35,40,3,"negative"
6,39,234,6.5,0.192,0.197,45,45,46,1,"negative"
1,283,283,283,0.993,1,140.5,281,283,2,"negative"
32,106,3392,3.313,0.198,0.395,4.56,671,1341,147,"negative"
31.6968461280404,3.03770213365135,-726.432539671573,0.98934389860574,0.452317825568634,0.704642064413713,3.76893505695986,1264.85427017382,-2790.68969810053,72.9199619689945,"positive"
121.185442184539,344.19108279363,34677.1369752717,2.63051491241254,0.400364970937813,0.561260705196842,8.83243462803235,15676.2235441811,25056.4267887408,1298.79255447688,"positive"
192.062646355853,472.972625849108,92956.6027647179,2.54424237134501,0.390549078699026,0.489495012575732,19.5161558652306,33011.9681945574,44814.9437796714,1691.43953182708,"positive"
200.289440549099,507.265014356893,91983.8030869288,2.44291438569611,0.366959907012775,0.5236480056023,32.9040394768045,35705.2928020541,51462.0545511862,1602.08848900326,"positive"
103.459033428082,118.515358001869,6423.67336925394,1.02159763006751,0.433525574362764,0.568304950155727,-2.35507458434182,2683.38274269594,6149.5718870005,769.35654454827,"positive"
160.14923938643,173.984773719875,18443.3501156623,0.736251493788719,0.762960488367638,0.962628109245793,7.36468952829592,19531.6839722918,24448.9248102145,1327.01743889316,"positive"
152.371958975476,148.177052940073,16663.9917327967,0.723825404364597,0.81023466186939,1.00510540773789,10.8297918517386,20543.7233206043,24538.9172400304,1569.40794902627,"positive"
26.941424252872,5.85196705963486,-260.535996780156,1.02327061128991,0.49917821222118,0.761933242896207,-3.88163038808769,32.0927411329553,757.709593734106,94.2511841708621,"positive"
33.2561836493442,24.3216295932341,-6765.49539397225,1.26833396016256,0.471455380338676,0.755612366192725,3.52494841396256,1705.25127513158,2111.27068858204,267.638901067339,"positive"
41.0419984388931,-5.63186967463038,-2520.76662254629,1.07937845742383,0.450148305144105,0.754531337679197,3.51864393535545,1330.63792384868,1819.32154786794,79.5626193229719,"positive"
140.270629554372,178.996618753023,24860.1997711868,0.924979890123528,0.592556212596583,0.633065883895088,47.4752170037942,12765.1603251846,17190.0587720324,479.848312070532,"positive"
32.5176346889542,63.0272557081487,4487.98011397081,0.932611990803892,0.433425266228644,0.734740635619049,12.9008414474894,644.384242726641,2842.35789820351,-129.605809232059,"positive"
30.2541214322344,30.5822019077742,-2543.81909548179,1.12838177664696,0.43032752980895,0.678052298937523,20.7868183276891,-67.8365743990482,2947.43099483013,-44.016632317786,"positive"
76.5260044723922,27.8267822339566,2731.47530043636,0.730766196968843,0.422919890457674,0.508491644164016,252.946725529426,2265.60905556161,1709.47324670668,22.0555794495225,"positive"
63.7305674056408,97.5749432721116,5741.53078979531,1.16546040517926,0.395230273555055,0.427708030828249,61.2285587421742,7.61389177719388,-707.841152167856,-21.2192557477724,"positive"
68.5507684176928,99.1494761373646,14123.0506535772,1.30556661770411,0.505004696814438,0.604615349361162,28.8888736609197,3191.33927734941,-1824.95225901803,137.315485521124,"positive"
141.929078592138,149.268350554919,20152.8236546863,1.11719708271017,0.60236914993469,0.596006428178637,54.0288140510478,14265.107554191,14500.2148164368,187.651323554811,"positive"
182.005013167982,162.398557379352,18888.7741001097,0.802876495125639,0.88684603123278,1.01858065348666,29.8564631299454,23551.6589803238,22054.8609511905,733.910584893645,"positive"
24.5041904351631,14.8237505313768,-6846.49758737388,1.24547931153935,0.518495256647693,0.730905152370862,18.8399112380457,740.052583927015,-35.1698604527859,-88.4584781158804,"positive"
209.691385976286,162.972127359307,27950.3674961257,0.756629051979821,0.874359806309689,1.02528693604217,34.0434756837038,21229.6291301531,24865.0589854717,721.091868325817,"positive"
88.617913076935,30.955892483202,2997.79458291147,0.877135977270733,0.443401654161635,0.486534954359691,244.478556123565,-174.430369081414,2227.35095395091,94.278100657612,"positive"
26.3907079207708,40.8478668198394,4134.97151731429,1.13557144662764,0.46523526676194,0.726656975887046,2.32184217014013,-519.957947659766,4350.7532662828,-16.1374975436047,"positive"
163.924818826434,491.149510280761,81363.1660985008,2.79752956085388,0.342424382352995,0.444981348952727,23.6170711154699,25646.6464892774,39242.0763572612,1844.9250528355,"positive"
52.9540125901338,65.8165850789454,8561.06438713575,1.31766970378372,0.450339534515351,0.580599407834036,-3.70605849162243,6739.55512811527,6050.22753532465,246.809765458976,"positive"
97.968450444755,112.999548932594,10612.6170932226,1.05186740249758,0.476480505582699,0.595942086276999,2.89133473863545,4486.59376830506,6420.14097023419,1066.42124022225,"positive"
18.4720041768186,28.4775893679246,997.760746030853,0.950603334012368,0.488957945816196,0.704488084783981,-2.95693191369098,-265.185887982306,1583.76481953797,-147.546977401803,"positive"
209.055259906764,152.275136439571,23005.6155896723,0.664208212767349,0.920024941040365,1.04895194263687,11.5697256105081,22693.3540095995,25294.4815352733,600.969503655929,"positive"
119.450574042012,329.173807618222,49710.2429041599,2.63834932465813,0.397236717872632,0.544164926150328,15.0228628868957,17054.8445511534,21650.0816740818,1369.69831790869,"positive"
154.072580562868,156.033680972359,22471.7413800271,1.0889016453026,0.611866145383155,0.654445272232377,45.8280459850459,14027.30162355,19787.8721840177,471.176148971147,"positive"
164.783008114233,378.246417905799,47213.1340149295,2.70594435102753,0.409468850129738,0.56191635441599,-4.68473133322034,17393.511089846,27779.0167917372,1447.37360281699,"positive"
163.294991185603,474.80870649,82644.6760670712,2.64583308495807,0.359620621377035,0.408524817711509,13.3866834882529,26748.8294654551,38087.428623124,1745.0070996495,"positive"
